区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,5200008D1025,黄耆建中湯エキス,１ｇ,,,,ツムラ黄耆建中湯エキス顆粒（医療用）,ツムラ,,,,5.40 ,,
内用薬,5200009C1024,黄ごん湯エキス,１ｇ,,,,三和黄ごん湯エキス細粒,三和生薬,,,,6.40 ,,
内用薬,5200010C1027,黄連湯エキス,１ｇ,,,,コタロー黄連湯エキス細粒,小太郎漢方製薬,,,,28.10 ,,
内用薬,5200010C1035,黄連湯エキス,１ｇ,,,,〔東洋〕黄連湯エキス細粒,東洋薬行,,,,35.10 ,,
内用薬,5200010D1022,黄連湯エキス,１ｇ,,,,太虎堂の黄連湯エキス顆粒,太虎精堂製薬,,,,43.20 ,,
内用薬,5200010D1030,黄連湯エキス,１ｇ,,,,ツムラ黄連湯エキス顆粒（医療用）,ツムラ,,,,32.50 ,,
内用薬,5200011C1030,黄連解毒湯エキス,１ｇ,,,,コタロー黄連解毒湯エキス細粒,小太郎漢方製薬,,,,13.50 ,,
内用薬,5200011C1048,黄連解毒湯エキス,１ｇ,,,,三和黄連解毒湯エキス細粒,三和生薬,,,,15.00 ,,
内用薬,5200011C1056,黄連解毒湯エキス,１ｇ,,,,ジュンコウ　黄連解毒湯ＦＣエキス細粒　医療用,康和薬通,,,,21.30 ,,
内用薬,5200011C1064,黄連解毒湯エキス,１ｇ,,,,〔東洋〕黄連解毒湯エキス細粒,東洋薬行,,,,18.00 ,,
内用薬,5200011C1072,黄連解毒湯エキス,１ｇ,,,,クラシエ黄連解毒湯エキス細粒,クラシエ製薬,,,,13.50 ,,
内用薬,5200011D1035,黄連解毒湯エキス,１ｇ,,,,オースギ黄連解毒湯エキスＧ,大杉製薬,,,,13.90 ,,
内用薬,5200011D1051,黄連解毒湯エキス,１ｇ,,,,ＪＰＳ黄連解毒湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,10.10 ,,
内用薬,5200011D1060,黄連解毒湯エキス,１ｇ,,,,太虎堂の黄連解毒湯エキス顆粒,太虎精堂製薬,,,,17.20 ,,
内用薬,5200011D1078,黄連解毒湯エキス,１ｇ,,,,ツムラ黄連解毒湯エキス顆粒（医療用）,ツムラ,,,,14.20 ,,
内用薬,5200011D1086,黄連解毒湯エキス,１ｇ,,,,テイコク黄連解毒湯エキス顆粒,帝國漢方製薬,,,,6.30 ,,
内用薬,5200011D1108,黄連解毒湯エキス,１ｇ,,,,本草黄連解毒湯エキス顆粒－Ｍ,本草製薬,,,,7.00 ,,
内用薬,5200011F1028,黄連解毒湯エキス,１錠,,,,オースギ黄連解毒湯エキスＴ錠,大杉製薬,,,,5.90 ,,
内用薬,5200011F1052,黄連解毒湯エキス,１錠,,,,クラシエ黄連解毒湯エキス錠,大峰堂薬品工業,,,,5.70 ,,
内用薬,5200011M1027,黄連解毒湯エキス,１カプセル,,,,コタロー黄連解毒湯エキスカプセル,小太郎漢方製薬,,,,15.10 ,,
内用薬,5200012C1034,乙字湯エキス,１ｇ,,,,コタロー乙字湯エキス細粒,小太郎漢方製薬,,,,11.50 ,,
内用薬,5200012C1042,乙字湯エキス,１ｇ,,,,三和乙字湯エキス細粒,三和生薬,,,,11.00 ,,
内用薬,5200012C1050,乙字湯エキス,１ｇ,,,,ジュンコウ　乙字湯ＦＣエキス細粒　医療用,康和薬通,,,,17.60 ,,
内用薬,5200012C1069,乙字湯エキス,１ｇ,,,,クラシエ乙字湯エキス細粒,クラシエ製薬,,,,17.40 ,,
内用薬,5200012D1021,乙字湯エキス,１ｇ,,,,オースギ乙字湯エキスＧ,大杉製薬,,,,11.10 ,,
内用薬,5200012D1064,乙字湯エキス,１ｇ,,,,ＪＰＳ乙字湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,12.10 ,,
内用薬,5200012D1072,乙字湯エキス,１ｇ,,,,太虎堂の乙字湯エキス顆粒,太虎精堂製薬,,,,9.20 ,,
内用薬,5200012D1080,乙字湯エキス,１ｇ,,,,ツムラ乙字湯エキス顆粒（医療用）,ツムラ,,,,15.30 ,,
内用薬,5200012D1099,乙字湯エキス,１ｇ,,,,テイコク乙字湯エキス顆粒,帝國漢方製薬,,,,6.50 ,,
内用薬,5200012D1110,乙字湯エキス,１ｇ,,,,本草乙字湯エキス顆粒－Ｍ,本草製薬,,,,6.50 ,,
内用薬,5200013C1039,葛根湯エキス,１ｇ,,,,コタロー葛根湯エキス細粒,小太郎漢方製薬,,,,6.50 ,,
内用薬,5200013C1047,葛根湯エキス,１ｇ,,,,三和葛根湯エキス細粒,三和生薬,,,,6.50 ,,
内用薬,5200013C1055,葛根湯エキス,１ｇ,,,,ジュンコウ　葛根湯ＦＣエキス細粒　医療用,康和薬通,,,,9.50 ,,
内用薬,5200013C1063,葛根湯エキス,１ｇ,,,,〔東洋〕葛根湯エキス細粒,東洋薬行,,,,8.30 ,,
内用薬,5200013C1080,葛根湯エキス,１ｇ,,,,クラシエ葛根湯エキス細粒,クラシエ製薬,,,,6.80 ,,
内用薬,5200013D1026,葛根湯エキス,１ｇ,,,,オースギ葛根湯エキスＧ,大杉製薬,,,,6.40 ,,
内用薬,5200013D1093,葛根湯エキス,１ｇ,,,,ＪＰＳ葛根湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,6.40 ,,
内用薬,5200013D1115,葛根湯エキス,１ｇ,,,,太虎堂の葛根湯エキス顆粒,太虎精堂製薬,,,,6.70 ,,
内用薬,5200013D1123,葛根湯エキス,１ｇ,,,,ツムラ葛根湯エキス顆粒（医療用）,ツムラ,,,,8.30 ,,
内用薬,5200013D1131,葛根湯エキス,１ｇ,,,,テイコク葛根湯エキス顆粒,帝國漢方製薬,,,,5.90 ,,
内用薬,5200013D1174,葛根湯エキス,１ｇ,,,,本草葛根湯エキス顆粒－Ｍ,本草製薬,,,,5.90 ,,
内用薬,5200013F1027,葛根湯エキス,１錠,,,,オースギ葛根湯エキスＴ錠,大杉製薬,,,,4.00 ,,
内用薬,5200013F1051,葛根湯エキス,１錠,,,,クラシエ葛根湯エキス錠Ｔ,大峰堂薬品工業,,,,3.80 ,,
内用薬,5200014C1025,葛根加朮附湯エキス,１ｇ,,,,三和葛根加朮附湯エキス細粒,三和生薬,,,,8.70 ,,
内用薬,5200015C1038,葛根湯加川きゅう辛夷エキス,１ｇ,,,,コタロー葛根湯加辛夷川きゅうエキス細粒,小太郎漢方製薬,,,,6.70 ,,
内用薬,5200015C1046,葛根湯加川きゅう辛夷エキス,１ｇ,,,,〔東洋〕葛根湯加川きゅう辛夷エキス細粒,東洋薬行,,,,9.70 ,,
内用薬,5200015C1054,葛根湯加川きゅう辛夷エキス,１ｇ,,,,クラシエ葛根湯加川きゅう辛夷エキス細粒,クラシエ製薬,,,,8.60 ,,
内用薬,5200015D1025,葛根湯加川きゅう辛夷エキス,１ｇ,,,,オースギ葛根湯加川きゅう辛夷エキスＧ,大杉製薬,,,,6.90 ,,
内用薬,5200015D1076,葛根湯加川きゅう辛夷エキス,１ｇ,,,,ＪＰＳ葛根湯加川きゅう辛夷エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,7.30 ,,
内用薬,5200015D1084,葛根湯加川きゅう辛夷エキス,１ｇ,,,,ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用）,ツムラ,,,,10.20 ,,
内用薬,5200015D1092,葛根湯加川きゅう辛夷エキス,１ｇ,,,,テイコク葛根湯加川きゅう辛夷エキス顆粒,帝國漢方製薬,,,,5.70 ,,
内用薬,5200015D1106,葛根湯加川きゅう辛夷エキス,１ｇ,,,,本草葛根湯加川きゅう辛夷エキス顆粒－Ｍ,本草製薬,,,,6.30 ,,
内用薬,5200015F1034,葛根湯加川きゅう辛夷エキス,１錠,,,,クラシエ葛根湯加川きゅう辛夷エキス錠,大峰堂薬品工業,,,,5.00 ,,
内用薬,5200016C1032,加味帰脾湯エキス,１ｇ,,,,〔東洋〕加味帰脾湯エキス細粒,東洋薬行,,,,18.90 ,,
内用薬,5200016C1040,加味帰脾湯エキス,１ｇ,,,,クラシエ加味帰脾湯エキス細粒,クラシエ製薬,,,,24.50 ,,
内用薬,5200016D1020,加味帰脾湯エキス,１ｇ,,,,オースギ加味帰脾湯エキスＧ,大杉製薬,,,,11.50 ,,
内用薬,5200016D1046,加味帰脾湯エキス,１ｇ,,,,太虎堂の加味帰脾湯エキス顆粒,太虎精堂製薬,,,,16.20 ,,
内用薬,5200016D1054,加味帰脾湯エキス,１ｇ,,,,ツムラ加味帰脾湯エキス顆粒（医療用）,ツムラ,,,,26.30 ,,
内用薬,5200016F1039,加味帰脾湯エキス,１錠,,,,クラシエ加味帰脾湯エキス錠,大峰堂薬品工業,,,,6.40 ,,
内用薬,5200017B1023,加味逍遙散エキス,１ｇ,,,,太虎堂の加味逍遙散エキス散,太虎精堂製薬,,,,13.40 ,,
内用薬,5200017C1037,加味逍遙散エキス,１ｇ,,,,コタロー加味逍遙散エキス細粒,小太郎漢方製薬,,,,12.30 ,,
内用薬,5200017C1045,加味逍遙散エキス,１ｇ,,,,ジュンコウ　加味逍遙散ＦＣエキス細粒　医療用,康和薬通,,,,20.50 ,,
内用薬,5200017C1053,加味逍遙散エキス,１ｇ,,,,〔東洋〕加味逍遙散エキス細粒,東洋薬行,,,,14.60 ,,
内用薬,5200017C1061,加味逍遙散エキス,１ｇ,,,,クラシエ加味逍遙散料エキス細粒,クラシエ製薬,,,,18.60 ,,
内用薬,5200017D1024,加味逍遙散エキス,１ｇ,,,,オースギ加味逍遙散エキスＧ,大杉製薬,,,,11.00 ,,
内用薬,5200017D1067,加味逍遙散エキス,１ｇ,,,,ＪＰＳ加味逍遙散料エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,13.90 ,,
内用薬,5200017D1075,加味逍遙散エキス,１ｇ,,,,太虎堂の加味逍遙散エキス顆粒,太虎精堂製薬,,,,13.00 ,,
内用薬,5200017D1083,加味逍遙散エキス,１ｇ,,,,ツムラ加味逍遙散エキス顆粒（医療用）,ツムラ,,,,16.10 ,,
内用薬,5200017D1091,加味逍遙散エキス,１ｇ,,,,テイコク加味逍遙散エキス顆粒,帝國漢方製薬,,,,7.60 ,,
内用薬,5200017D1105,加味逍遙散エキス,１ｇ,,,,本草加味逍遙散エキス顆粒－Ｍ,本草製薬,,,,7.70 ,,
内用薬,5200018C1031,甘草湯エキス,１ｇ,,,,クラシエ甘草湯エキス細粒,クラシエ製薬,,,,6.00 ,,
内用薬,5200019C1028,甘麦大棗湯エキス,１ｇ,,,,コタロー甘麦大棗湯エキス細粒,小太郎漢方製薬,,,,6.50 ,,
内用薬,5200019D1023,甘麦大棗湯エキス,１ｇ,,,,オースギ甘麦大棗湯エキスＴＧ,大杉製薬,,,,6.30 ,,
内用薬,5200019D1031,甘麦大棗湯エキス,１ｇ,,,,ツムラ甘麦大棗湯エキス顆粒（医療用）,ツムラ,,,,7.40 ,,
内用薬,5200020D1026,桔梗湯エキス,１ｇ,,,,ツムラ桔梗湯エキス顆粒（医療用）,ツムラ,,,,5.80 ,,
内用薬,5200021C1025,桔梗石膏エキス,１ｇ,,,,コタロー桔梗石膏エキス細粒,小太郎漢方製薬,,,,8.10 ,,
内用薬,5200022C1020,帰脾湯エキス,１ｇ,,,,ジュンコウ　帰脾湯ＦＣエキス細粒　医療用,康和薬通,,,,20.30 ,,
内用薬,5200022D1033,帰脾湯エキス,１ｇ,,,,ツムラ帰脾湯エキス顆粒（医療用）,ツムラ,,,,20.10 ,,
内用薬,5200023C1024,きゅう帰膠艾湯エキス,１ｇ,,,,コタローきゅう帰膠艾湯エキス細粒,小太郎漢方製薬,,,,6.10 ,,
内用薬,5200023C1032,きゅう帰膠艾湯エキス,１ｇ,,,,ジュンコウ　きゅう帰膠艾湯ＦＣエキス細粒　医療用,康和薬通,,,,9.00 ,,
内用薬,5200023D1020,きゅう帰膠艾湯エキス,１ｇ,,,,ツムラきゅう帰膠艾湯エキス顆粒（医療用）,ツムラ,,,,8.30 ,,
内用薬,5200024D1024,きゅう帰調血飲エキス,１ｇ,,,,太虎堂のきゅう帰調血飲エキス顆粒,太虎精堂製薬,,,,11.10 ,,
内用薬,5200025D1029,牛車腎気丸エキス,１ｇ,,,,ツムラ牛車腎気丸エキス顆粒（医療用）,ツムラ,,,,10.70 ,,
内用薬,5200026C1028,九味檳榔湯エキス,１ｇ,,,,コタロー九味檳榔湯エキス細粒,小太郎漢方製薬,,,,14.70 ,,
内用薬,5200027D1028,荊芥連翹湯エキス,１ｇ,,,,オースギ荊芥連翹湯エキスＧ,大杉製薬,,,,7.90 ,,
内用薬,5200027D1044,荊芥連翹湯エキス,１ｇ,,,,太虎堂の荊芥連翹湯エキス顆粒,太虎精堂製薬,,,,15.50 ,,
内用薬,5200027D1052,荊芥連翹湯エキス,１ｇ,,,,ツムラ荊芥連翹湯エキス顆粒（医療用）,ツムラ,,,,18.80 ,,
内用薬,5200027D1060,荊芥連翹湯エキス,１ｇ,,,,テイコク荊芥連翹湯エキス顆粒,帝國漢方製薬,,,,7.50 ,,
内用薬,5200028C1027,桂枝湯エキス,１ｇ,,,,コタロー桂枝湯エキス細粒,小太郎漢方製薬,,,,8.40 ,,
内用薬,5200028D1022,桂枝湯エキス,１ｇ,,,,オースギ桂枝湯エキスＧ,大杉製薬,,,,6.30 ,,
内用薬,5200028D1030,桂枝湯エキス,１ｇ,,,,ＪＰＳ桂枝湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,6.40 ,,
内用薬,5200028D1049,桂枝湯エキス,１ｇ,,,,ツムラ桂枝湯エキス顆粒（医療用）,ツムラ,,,,6.70 ,,
内用薬,5200028D1057,桂枝湯エキス,１ｇ,,,,テイコク桂枝湯エキス顆粒,帝國漢方製薬,,,,5.40 ,,
内用薬,5200028D1065,桂枝湯エキス,１ｇ,,,,本草桂枝湯エキス顆粒－Ｓ,本草製薬,,,,5.40 ,,
内用薬,5200029C1021,桂枝加黄耆湯エキス,１ｇ,,,,〔東洋〕桂枝加黄耆湯エキス細粒,東洋薬行,,,,10.70 ,,
内用薬,5200030C1024,桂枝加葛根湯エキス,１ｇ,,,,〔東洋〕桂枝加葛根湯エキス細粒,東洋薬行,,,,10.10 ,,
内用薬,5200031C1029,桂枝加厚朴杏仁湯エキス,１ｇ,,,,〔東洋〕桂枝加厚朴杏仁湯エキス細粒,東洋薬行,,,,8.90 ,,
内用薬,5200032C1031,桂枝加芍薬湯エキス,１ｇ,,,,コタロー桂枝加芍薬湯エキス細粒,小太郎漢方製薬,,,,6.50 ,,
内用薬,5200032C1040,桂枝加芍薬湯エキス,１ｇ,,,,ジュンコウ　桂枝加芍薬湯ＦＣエキス細粒　医療用,康和薬通,,,,7.20 ,,
内用薬,5200032C1058,桂枝加芍薬湯エキス,１ｇ,,,,〔東洋〕桂枝加芍薬湯エキス細粒,東洋薬行,,,,7.90 ,,
内用薬,5200032C1066,桂枝加芍薬湯エキス,１ｇ,,,,クラシエ桂枝加芍薬湯エキス細粒,クラシエ製薬,,,,8.50 ,,
内用薬,5200032D1029,桂枝加芍薬湯エキス,１ｇ,,,,オースギ桂枝加芍薬湯エキスＧ,大杉製薬,,,,6.30 ,,
内用薬,5200032D1045,桂枝加芍薬湯エキス,１ｇ,,,,ツムラ桂枝加芍薬湯エキス顆粒（医療用）,ツムラ,,,,7.60 ,,
内用薬,5200032D1053,桂枝加芍薬湯エキス,１ｇ,,,,テイコク桂枝加芍薬湯エキス顆粒,帝國漢方製薬,,,,6.30 ,,
内用薬,5200032D1061,桂枝加芍薬湯エキス,１ｇ,,,,本草桂枝加芍薬湯エキス顆粒－Ｍ,本草製薬,,,,5.00 ,,
内用薬,5200032F1046,桂枝加芍薬湯エキス,１錠,,,,クラシエ桂枝加芍薬湯エキス錠,大峰堂薬品工業,,,,3.40 ,,
内用薬,5200033D1023,桂枝加芍薬大黄湯エキス,１ｇ,,,,ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）,ツムラ,,,,8.70 ,,
内用薬,5200034C1022,桂枝加朮附湯エキス,１ｇ,,,,コタロー桂枝加朮附湯エキス細粒,小太郎漢方製薬,,,,6.60 ,,
内用薬,5200034C1030,桂枝加朮附湯エキス,１ｇ,,,,三和桂枝加朮附湯エキス細粒,三和生薬,,,,6.60 ,,
内用薬,5200034D1036,桂枝加朮附湯エキス,１ｇ,,,,ＪＰＳ桂枝加朮附湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,7.10 ,,
内用薬,5200034D1044,桂枝加朮附湯エキス,１ｇ,,,,ツムラ桂枝加朮附湯エキス顆粒（医療用）,ツムラ,,,,9.90 ,,
内用薬,5200034D1052,桂枝加朮附湯エキス,１ｇ,,,,テイコク桂枝加朮附湯エキス顆粒,帝國漢方製薬,,,,6.30 ,,
内用薬,5200035C1035,桂枝加竜骨牡蛎湯エキス,１ｇ,,,,コタロー桂枝加竜骨牡蛎湯エキス細粒,小太郎漢方製薬,,,,7.10 ,,
内用薬,5200035C1043,桂枝加竜骨牡蛎湯エキス,１ｇ,,,,クラシエ桂枝加竜骨牡蛎湯エキス細粒,クラシエ製薬,,,,8.00 ,,
内用薬,5200035D1022,桂枝加竜骨牡蛎湯エキス,１ｇ,,,,オースギ桂枝加竜骨牡蛎湯エキスＧ,大杉製薬,,,,6.50 ,,
内用薬,5200035D1030,桂枝加竜骨牡蛎湯エキス,１ｇ,,,,ツムラ桂枝加竜骨牡蛎湯エキス顆粒（医療用）,ツムラ,,,,8.40 ,,
内用薬,5200035D1049,桂枝加竜骨牡蛎湯エキス,１ｇ,,,,テイコク桂枝加竜骨牡蛎湯エキス顆粒,帝國漢方製薬,,,,5.90 ,,
内用薬,5200036C1030,桂枝加苓朮附湯エキス,１ｇ,,,,クラシエ桂枝加苓朮附湯エキス細粒,クラシエ製薬,,,,6.50 ,,
内用薬,5200036D1027,桂枝加苓朮附湯エキス,１ｇ,,,,オースギ桂枝加苓朮附湯エキスＧ,大杉製薬,,,,6.20 ,,
内用薬,5200036F1036,桂枝加苓朮附湯エキス,１錠,,,,クラシエ桂枝加苓朮附湯エキス錠,大峰堂薬品工業,,,,3.10 ,,
内用薬,5200037C1034,桂枝人参湯エキス,１ｇ,,,,クラシエ桂枝人参湯エキス細粒,クラシエ製薬,,,,13.40 ,,
内用薬,5200037D1021,桂枝人参湯エキス,１ｇ,,,,ツムラ桂枝人参湯エキス顆粒（医療用）,ツムラ,,,,13.20 ,,
内用薬,5200038C1039,桂枝茯苓丸エキス,１ｇ,,,,コタロー桂枝茯苓丸料エキス細粒,小太郎漢方製薬,,,,8.30 ,,
内用薬,5200038C1047,桂枝茯苓丸エキス,１ｇ,,,,三和桂枝茯苓丸料エキス細粒,三和生薬,,,,11.00 ,,
内用薬,5200038C1055,桂枝茯苓丸エキス,１ｇ,,,,ジュンコウ　桂枝茯苓丸料ＦＣエキス細粒　医療用,康和薬通,,,,14.40 ,,
内用薬,5200038C1063,桂枝茯苓丸エキス,１ｇ,,,,〔東洋〕桂枝茯苓丸料エキス細粒,東洋薬行,,,,8.50 ,,
内用薬,5200038C1080,桂枝茯苓丸エキス,１ｇ,,,,クラシエ桂枝茯苓丸料エキス細粒,クラシエ製薬,,,,9.80 ,,
内用薬,5200038D1026,桂枝茯苓丸エキス,１ｇ,,,,オースギ桂枝茯苓丸料エキスＧ,大杉製薬,,,,11.00 ,,
内用薬,5200038D1077,桂枝茯苓丸エキス,１ｇ,,,,ＪＰＳ桂枝茯苓丸料エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,7.30 ,,
内用薬,5200038D1085,桂枝茯苓丸エキス,１ｇ,,,,太虎堂の桂枝茯苓丸料エキス顆粒,太虎精堂製薬,,,,6.60 ,,
内用薬,5200038D1093,桂枝茯苓丸エキス,１ｇ,,,,ツムラ桂枝茯苓丸エキス顆粒（医療用）,ツムラ,,,,8.50 ,,
内用薬,5200038D1107,桂枝茯苓丸エキス,１ｇ,,,,テイコク桂枝茯苓丸料エキス顆粒,帝國漢方製薬,,,,6.60 ,,
内用薬,5200038D1123,桂枝茯苓丸エキス,１ｇ,,,,本草桂枝茯苓丸料エキス顆粒－Ｍ,本草製薬,,,,6.60 ,,
内用薬,5200038F1051,桂枝茯苓丸エキス,１錠,,,,クラシエ桂枝茯苓丸料エキス錠,大峰堂薬品工業,,,,4.40 ,,
内用薬,5200039D1039,桂枝茯苓丸加よく苡仁エキス,１ｇ,,,,ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,ツムラ,,,,9.90 ,,
内用薬,5200040C1028,桂芍知母湯エキス,１ｇ,,,,三和桂芍知母湯エキス細粒,三和生薬,,,,9.20 ,,
内用薬,5200041C1022,啓脾湯エキス,１ｇ,,,,〔東洋〕啓脾湯エキス細粒,東洋薬行,,,,20.90 ,,
内用薬,5200041D1028,啓脾湯エキス,１ｇ,,,,ツムラ啓脾湯エキス顆粒（医療用）,ツムラ,,,,20.70 ,,
内用薬,5200042C1027,桂麻各半湯エキス,１ｇ,,,,〔東洋〕桂麻各半湯エキス細粒,東洋薬行,,,,10.20 ,,
内用薬,5200043C1021,香蘇散エキス,１ｇ,,,,コタロー香蘇散エキス細粒,小太郎漢方製薬,,,,7.10 ,,
内用薬,5200043D1027,香蘇散エキス,１ｇ,,,,ツムラ香蘇散エキス顆粒（医療用）,ツムラ,,,,7.10 ,,
内用薬,5200043D1035,香蘇散エキス,１ｇ,,,,テイコク香蘇散エキス顆粒,帝國漢方製薬,,,,4.80 ,,
内用薬,5200044C1034,五虎湯エキス,１ｇ,,,,クラシエ五虎湯エキス細粒,クラシエ製薬,,,,6.40 ,,
内用薬,5200044D1030,五虎湯エキス,１ｇ,,,,ツムラ五虎湯エキス顆粒（医療用）,ツムラ,,,,6.60 ,,
内用薬,5200044F1022,五虎湯エキス,１錠,,,,オースギ五虎湯エキス錠,大杉製薬,,,,4.80 ,,
内用薬,5200045C1020,五積散エキス,１ｇ,,,,コタロー五積散エキス細粒,小太郎漢方製薬,,,,6.40 ,,
内用薬,5200045D1034,五積散エキス,１ｇ,,,,ツムラ五積散エキス顆粒（医療用）,ツムラ,,,,8.90 ,,
内用薬,5200045D1042,五積散エキス,１ｇ,,,,テイコク五積散エキス顆粒,帝國漢方製薬,,,,5.40 ,,
内用薬,5200046C1025,呉茱萸湯エキス,１ｇ,,,,コタロー呉茱萸湯エキス細粒,小太郎漢方製薬,,,,9.20 ,,
内用薬,5200046C1033,呉茱萸湯エキス,１ｇ,,,,ジュンコウ　呉茱萸湯ＦＣエキス細粒　医療用,康和薬通,,,,10.90 ,,
内用薬,5200046D1020,呉茱萸湯エキス,１ｇ,,,,太虎堂の呉茱萸湯エキス顆粒,太虎精堂製薬,,,,9.80 ,,
内用薬,5200046D1039,呉茱萸湯エキス,１ｇ,,,,ツムラ呉茱萸湯エキス顆粒（医療用）,ツムラ,,,,10.20 ,,
内用薬,5200047C1020,五淋散エキス,１ｇ,,,,〔東洋〕五淋散エキス細粒,東洋薬行,,,,11.50 ,,
内用薬,5200047D1025,五淋散エキス,１ｇ,,,,ツムラ五淋散エキス顆粒（医療用）,ツムラ,,,,11.30 ,,
内用薬,5200048A1023,五苓散,１ｇ,,,,本草五苓散顆粒－Ｒ,本草製薬,,,,2.40 ,,
内用薬,5200048C1032,五苓散エキス,１ｇ,,,,コタロー五苓散料エキス細粒,小太郎漢方製薬,,,,12.10 ,,
内用薬,5200048C1040,五苓散エキス,１ｇ,,,,三和五苓散料エキス細粒,三和生薬,,,,10.60 ,,
内用薬,5200048C1059,五苓散エキス,１ｇ,,,,ジュンコウ　五苓散料ＦＣエキス細粒　医療用,康和薬通,,,,20.20 ,,
内用薬,5200048C1067,五苓散エキス,１ｇ,,,,〔東洋〕五苓散料エキス細粒,東洋薬行,,,,12.10 ,,
内用薬,5200048C1075,五苓散エキス,１ｇ,,,,クラシエ五苓散料エキス細粒,クラシエ製薬,,,,13.20 ,,
内用薬,5200048D1046,五苓散エキス,１ｇ,,,,ＪＰＳ五苓散料エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,10.40 ,,
内用薬,5200048D1062,五苓散エキス,１ｇ,,,,太虎堂の五苓散料エキス顆粒,太虎精堂製薬,,,,12.90 ,,
内用薬,5200048D1070,五苓散エキス,１ｇ,,,,ツムラ五苓散エキス顆粒（医療用）,ツムラ,,,,13.80 ,,
内用薬,5200048D1089,五苓散エキス,１ｇ,,,,テイコク五苓散エキス顆粒,帝國漢方製薬,,,,7.10 ,,
内用薬,5200048F1063,五苓散エキス,１錠,,,,クラシエ五苓散料エキス錠,大峰堂薬品工業,,,,5.70 ,,
内用薬,5200049C1029,柴陥湯エキス,１ｇ,,,,コタロー柴陥湯エキス細粒,小太郎漢方製薬,,,,30.00 ,,
内用薬,5200049D1024,柴陥湯エキス,１ｇ,,,,太虎堂の柴陥湯エキス顆粒,太虎精堂製薬,,,,33.00 ,,
内用薬,5200049D1032,柴陥湯エキス,１ｇ,,,,ツムラ柴陥湯エキス顆粒（医療用）,ツムラ,,,,33.60 ,,
内用薬,5200050C1030,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,コタロー柴胡加竜骨牡蛎湯エキス細粒,小太郎漢方製薬,,,,16.80 ,,
内用薬,5200050C1048,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,ジュンコウ　柴胡加龍骨牡蠣湯ＦＣエキス細粒　医療用,康和薬通,,,,22.90 ,,
内用薬,5200050C1056,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,クラシエ柴胡加竜骨牡蛎湯エキス細粒,クラシエ製薬,,,,21.80 ,,
内用薬,5200050D1027,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,オースギ柴胡加竜骨牡蛎湯エキスＧ,大杉製薬,,,,14.50 ,,
内用薬,5200050D1060,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,ＪＰＳ柴胡加竜骨牡蛎湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,16.30 ,,
内用薬,5200050D1086,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,太虎堂の柴胡加竜骨牡蛎湯エキス顆粒,太虎精堂製薬,,,,17.50 ,,
内用薬,5200050D1094,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）,ツムラ,,,,20.60 ,,
内用薬,5200050D1108,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,テイコク柴胡加竜骨牡蛎湯エキス顆粒,帝國漢方製薬,,,,9.50 ,,
内用薬,5200050D1116,柴胡加竜骨牡蛎湯エキス,１ｇ,,,,本草柴胡加竜骨牡蛎湯エキス顆粒－Ｍ,本草製薬,,,,8.80 ,,
内用薬,5200050F1044,柴胡加竜骨牡蛎湯エキス,１錠,,,,クラシエ柴胡加竜骨牡蛎湯エキス錠,大峰堂薬品工業,,,,7.50 ,,
内用薬,5200051C1034,柴胡桂枝湯エキス,１ｇ,,,,コタロー柴胡桂枝湯エキス細粒,小太郎漢方製薬,,,,21.80 ,,
内用薬,5200051C1042,柴胡桂枝湯エキス,１ｇ,,,,三和柴胡桂枝湯エキス細粒,三和生薬,,,,16.70 ,,
内用薬,5200051C1050,柴胡桂枝湯エキス,１ｇ,,,,ジュンコウ　柴胡桂枝湯ＦＣエキス細粒　医療用,康和薬通,,,,29.80 ,,
内用薬,5200051C1069,柴胡桂枝湯エキス,１ｇ,,,,クラシエ柴胡桂枝湯エキス細粒,クラシエ製薬,,,,21.30 ,,
